"Gene.Symbol","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102","sample103","sample104","sample105","sample106","sample107","sample108","sample109","sample110","sample111","sample112","sample113","sample114","sample115","sample116","sample117","sample118","sample119","sample120","sample121","sample122","sample123","sample124","sample125","sample126","sample127","sample128","sample129","sample130","sample131","sample132","sample133","sample134","sample135","sample136","sample137","sample138","sample139","sample140","sample141","sample142","sample143","sample144","sample145","sample146","sample147","sample148","sample149","sample150","sample151","sample152","sample153","sample154","sample155","sample156","sample157","sample158","sample159","sample160","sample161","sample162","sample163","sample164","sample165","sample166","sample167","sample168","sample169","sample170","sample171","sample172","sample173","sample174","sample175","sample176","sample177","sample178","sample179","sample180","sample181","sample182","sample183","sample184","sample185","sample186","sample187","sample188","sample189","sample190","sample191","sample192","sample193","sample194","sample195","sample196","sample197","sample198","sample199","sample200","sample201","sample202","sample203","sample204","sample205","sample206","sample207","sample208","sample209","sample210","sample211","sample212","sample213","sample214","sample215","sample216","sample217","sample218","sample219","sample220","sample221","sample222","sample223","sample224","sample225","sample226","sample227","sample228","sample229","sample230","sample231","sample232","sample233","sample234","sample235","sample236","sample237","sample238","sample239","sample240","sample241","sample242","sample243","sample244","sample245","sample246","sample247","sample248","sample249","sample250","sample251","sample252","sample253","sample254","sample255","sample256","sample257","sample258","sample259","sample260","sample261","sample262","sample263","sample264","sample265","sample266","sample267","sample268","sample269","sample270","sample271","sample272","sample273","sample274","sample275","sample276","sample277","sample278","sample279","sample280","sample281","sample282","sample283","sample284","sample285","sample286","sample287","sample288","sample289","sample290","sample291","sample292","sample293","sample294","sample295","sample296","sample297","sample298","sample299","sample300","sample301","sample302","sample303","sample304","sample305","sample306","sample307","sample308","sample309","sample310","sample311","sample312","sample313","sample314","sample315","sample316","sample317","sample318","sample319","sample320","sample321","sample322","sample323","sample324","sample325","sample326","sample327","sample328","sample329","sample330","sample331","sample332","sample333","sample334","sample335","sample336","sample337","sample338","sample339","sample340","sample341","sample342","sample343","sample344","sample345","sample346","sample347","sample348","sample349","sample350","sample351","sample352","sample353","sample354","sample355","sample356","sample357","sample358","sample359","sample360","sample361","sample362","sample363","sample364","sample365","sample366","sample367","sample368","sample369","sample370","sample371","sample372","sample373","sample374","sample375","sample376","sample377","sample378","sample379","sample380","sample381","sample382","sample383","sample384","sample385","sample386","sample387","sample388","sample389","sample390","sample391","sample392","sample393","sample394","sample395","sample396","sample397","sample398","sample399","sample400","sample401","sample402","sample403","sample404","sample405","sample406","sample407","sample408","sample409","sample410","sample411","sample412","sample413","sample414","sample415","sample416","sample417","sample418","sample419","sample420","sample421","sample422","sample423","sample424","sample425","sample426","sample427","sample428","sample429","sample430","sample431","sample432","sample433","sample434","sample435","sample436","sample437","sample438","sample439","sample440","sample441","sample442","sample443","sample444","sample445","sample446","sample447","sample448","sample449","sample450","sample451","sample452","sample453","sample454","sample455","sample456","sample457","sample458","sample459","sample460","sample461","sample462","sample463","sample464","sample465","sample466","sample467","sample468","sample469","sample470","sample471","sample472","sample473","sample474","sample475","sample476","sample477","sample478","sample479","sample480","sample481","sample482","sample483","sample484","sample485","sample486","sample487","sample488","sample489","sample490","sample491","sample492","sample493","sample494","sample495","sample496","sample497","sample498","sample499","sample500","sample501","sample502","sample503","sample504","sample505","sample506","sample507","sample508","sample509","sample510","sample511","sample512","sample513","sample514","sample515","sample516","sample517","sample518","sample519","sample520","sample521","sample522","sample523","sample524","sample525","sample526","sample527","sample528","sample529","sample530","sample531","sample532","sample533"
"ARNTL",171.157,87.658,83.083,192.747,141.143,110.549,62.757,184.868,191.175,66.363,201.934,79.562,91.576,186.977,79.775,180.717,86.857,200.441,106.273,66.328,210.343,105.424,185.966,133.325,133.755,72.286,228.491,74.821,198.916,222.621,79.214,159.918,111.829,64.549,251.856,71.492,222.678,174.755,126.894,198.899,74.301,83.352,187.437,113.823,180.131,105.815,207.356,150.563,216.547,66.196,133.176,66.568,145.465,105.31,220.845,110.284,54.679,228.713,200.166,66.121,109.731,150.317,241.624,69.094,170.894,107.951,232.304,236.349,140.768,124.955,100.168,85.678,235.705,217.445,87.415,185.092,70.678,164.365,72.904,124.565,129.756,210.434,178.987,110.301,77.277,91.396,84.479,54.973,82.054,251.701,143.53,154.751,160.483,166.203,173.688,62.342,136.318,63.804,180.509,136.554,60.063,139.282,90.012,227.858,96.628,57.192,101.304,53.134,138.093,117.145,147.154,114.14,101.593,55.678,156.824,80.227,230.021,122.509,127.968,72.185,167.488,200.971,130.847,226.143,108.179,220.631,201.996,100.64,193.058,134.451,233.636,68.553,117.925,206.593,211.995,169.872,89.261,191.616,54.324,184.702,128.333,47.767,129.038,193.953,307.692,114.491,128.809,95.989,158.926,61.755,153.502,160.368,293.817,135.326,63.207,232.128,249.44,134.823,89.08,106.342,177.207,97.161,163.842,59.399,186.159,150.441,144.708,100.734,148.048,112.59,126.266,130.791,99.847,93.372,172.553,120.321,129.013,317.992,155.958,145.755,88.837,309.16,90.104,193.469,103.407,113.711,107.763,129.032,102.635,109.316,191.553,152.936,111.136,184.149,251.601,76.991,100.784,180.07,68.747,131,196.894,214.078,74.542,81.656,127.656,171.479,205.83,139.251,194.637,95.859,238.652,104.868,104.679,236.505,90.136,62.678,184.229,62.611,219.425,140.362,129.532,72.171,200.995,88.15,109.245,116.633,99.641,82.455,161.784,177.918,105.363,138.135,96.201,105.731,104.661,96.794,41.084,69.336,107.86,137.919,107.535,220.453,90.555,92.936,122.622,174.446,87.07,122.667,150.751,147.676,172.191,181.869,254.871,86.134,84.439,64.583,157.095,84.996,80.996,273.214,97.515,124.456,264.836,143.249,93.818,150.877,83.635,99.654,102.775,193.307,108.977,92.577,110.681,94.8,287.846,129.804,59.547,100.501,191.223,153.301,135.246,183.4,128.892,110.054,137.903,62.677,125.007,68.001,152.116,157.35,184.749,77.253,58.775,231.272,192.727,175.476,72.622,93.488,122.774,326.333,136.768,159.118,125.929,95.477,293.264,97.533,114.494,290.351,113.12,110.023,185.287,58.402,99.369,250.639,89.963,116.19,180.442,144.904,163.53,108.702,166.425,106.786,88.404,224.835,77.86,68.903,84.959,153.123,184.336,95.13,227.454,189.555,93.863,307.308,125.614,134.985,143.445,136.235,148.19,130.792,179.739,148.343,281.696,89.524,154.14,105.352,77.669,97.855,92.562,167.083,168.118,73.742,68.293,164.586,111.035,176.166,113.003,237.537,152.671,117.931,141.971,85.568,143.648,267.879,117.334,146.966,103.274,155.992,205.745,207.555,105.918,104.167,71.845,142.222,76.841,99.326,88.24,282.129,77.517,108.897,201.28,88.794,205.635,114.406,128.571,114.616,287.4,224.478,110.675,115.002,115.647,195.144,110.366,61.172,115.952,78.73,212.149,71.884,75.79,110.085,116.292,97.627,113.905,337.286,145.9,196.341,161.616,190.951,122.36,133.19,134.296,67.039,185.195,252.407,105.606,339.597,232.627,121.868,167.883,123.669,76.587,66.174,69.461,130.995,77.146,72.001,74.389,216.107,193.329,197.815,164.397,84.598,80.608,79.838,75.116,161.555,86.715,193.693,134.164,218.646,65.774,136.019,96.34,93.051,110.303,77.126,306.943,124.403,156.671,90.946,248.827,144.988,99.317,116.789,208.759,173.067,111.117,144.485,69.967,267.953,130.921,109.675,301.23,109.525,148.684,207.302,221.076,108.942,135.549,257.859,204.275,293.057,192.28,216.055,86.754,203.926,244.569,74.453,108.057,93.049,141.143,117.689,109.944,168.702,150.86,157.66,96.163,111.197,102.051,81.197,134.662,184.251,248.959,169.286,185.996,105.432,132.573,259.202,124.896,106.772,95.433,118.197,103.581,55.165,81.649,89.628,69.327,90.166,66.681,77.439,100.63,112.725,185.853,79.811,84.105,100.64,142.49,125.598,123.892,127.774,180.352,84.625,101.387,117.914,148.276,99.66,193.203,100.62,143.706,60.385,126.604,74.846,109.66
"NPAS2",37.191,17.947,19.549,31.548,45.78,31.894,30.89,50.974,36.576,24.573,56.221,24.17,24.344,47.671,23.326,39.005,23.713,43.045,27.488,26.557,64.916,26.54,61.176,23.803,38.94,32.492,52.165,19.088,55.355,48.147,27.442,44.378,30.042,24.282,44.849,20.191,47.413,44.397,30.376,52.631,21.197,25.803,43.508,31.327,34.906,25.962,36.823,53.11,56.929,28.317,28.741,23.121,49.641,30.898,55.015,25.094,21.846,44.615,57.037,20.085,27.07,46.205,52.978,21.436,39.679,34.945,50.769,50.2,35.057,42.295,25.802,18.395,55.372,45.656,27.168,48.656,20.059,57.318,24.006,29.499,28.419,36.87,30.338,30.693,27.358,15.786,23.124,28.185,23.679,66.819,26.563,37.161,32.366,34.631,35.975,23.471,31.669,25.784,40.487,31.197,25.892,40.855,37.095,58.382,30.775,25.28,32.192,25.413,20.908,34.811,38.796,38.597,40.365,21.793,44.929,29.708,44.187,31.324,29.818,34.791,47.765,43.622,43.807,71.736,22.875,45.372,51.968,30.062,54.172,51.413,53.391,30.543,42.723,55.214,94.993,36.579,32.411,75.847,17.74,33.054,37.531,17.393,31.076,34.083,74.532,34.871,28.69,18.934,25.431,16.62,28.626,49.34,53.891,40.408,40.097,44.29,64.641,34.955,28.433,25.505,31.578,29.659,32.721,21.568,40.543,31.515,37.534,36.732,43.787,36.274,38.11,26.555,25.555,27.963,34.227,28.399,42.995,34.827,35.708,40.998,23.323,62.048,18.014,38.74,27.033,16.408,31.53,25.507,19.602,37.519,43.744,28.545,22.51,37.469,56.481,22.744,28.903,43.031,20.247,44.429,51.335,38.199,22.754,26.426,27.943,38.212,57.832,40.403,45.55,26.744,54.247,31.162,30.646,65.782,23.332,25.346,39.439,33.811,48.028,28.577,34.014,32.393,52.06,39.321,26.749,27.046,43.894,19.169,29.664,43.172,36.291,35.8,27.474,29.965,27.415,45.177,18.805,29.672,28.279,38.317,27.63,49.963,36.929,22.306,40.465,49.641,39.517,34.072,32.78,28.823,48.557,54.74,54.374,33.269,25.536,30.106,47.976,35.442,26.648,44.45,39.831,29.492,43.52,28.59,16.228,19.122,36.84,48.726,40.118,36.722,29.929,24.594,26.913,14.259,33.79,33.352,41.619,30.975,53.385,29.542,34.41,50.832,34.659,27.994,35.989,34.559,44.648,23.154,29.71,26.324,31.833,36.824,14.747,25.694,52.024,51.272,17.74,26.392,36.47,75.233,43.845,35.71,35.214,21.173,56.986,29.992,31.699,54.662,49.779,49.148,39.096,18.422,28.842,54.284,30.084,35.457,30.197,53.433,40.095,23.169,43.653,37.949,18.247,35.358,39.481,27.64,45.035,35.186,26.475,39.877,44.165,35.501,32.947,69.757,36.113,31.51,23.674,31.271,39.239,28.509,33.593,37.015,81.31,21.277,36.137,31.609,23.989,28.203,26.485,37.649,27.01,26.052,31.536,29.757,37.318,32.418,33.519,45.612,43.905,37.234,28.569,22.613,31.845,67.688,33.725,34.074,25.61,30.608,31.445,47.131,51.431,30.077,34.234,34.223,18.751,23.424,28.788,59.335,28.726,31.44,62.911,32.074,54.487,45.105,33.29,32.387,39.847,37.721,29.954,30.578,22.698,37.869,26.897,23.019,24.521,30.272,48.154,27.861,21.36,39.411,38.087,30.409,24.297,64.088,30.114,39.162,41.29,35.195,28.86,37.284,32.78,32.575,40.549,34.327,28.766,78.131,54.151,39.282,68.028,37.053,26.233,23.856,21.829,28.172,29.92,30.688,36.929,54.808,71.693,49.674,41.12,15.052,26.625,29.206,30.963,47.416,23.977,59.062,35.52,46.901,31.512,38.553,27.02,31.819,24.952,24.232,65.43,36.355,41.654,31.31,50.786,30.928,40.07,24.889,46.113,31.286,26.073,28.004,25.93,52.978,22.919,28.074,104.778,23.875,43.309,40.119,31.142,35.602,21.817,55.224,47.298,55.18,52.296,46.989,36.342,39.72,69.956,29.32,31.573,30.098,31.828,32.439,33.714,36.982,43.23,30.76,28.694,27.337,15.478,35.907,31.486,30.649,46.593,45.726,52.283,38.083,37.777,62.889,34.754,30.849,35.592,28.782,38.622,28.462,35.524,28.202,18.61,27.519,18.811,34.696,29.689,40.267,44.684,25.224,16.983,20.743,29.864,31.735,36.884,26.87,54.505,23.621,36.651,37.518,37.476,35.183,40.247,31.514,32.85,20.873,22.162,25.038,27.081
"CRY1",210.414,338.022,161.36,283.072,162.199,249.894,252.565,208.153,277.849,168.819,218.385,270.681,467.102,280.843,157.853,267.683,133.084,424.567,318.74,193.229,346.113,340.675,251.897,310.34,174.631,262.392,396.995,213.706,299.317,305.535,133.182,149.645,232.013,153.116,282.578,200.637,418.456,181.42,253.902,233.696,236.444,117.928,321.72,299.328,258.713,204.229,284.891,178.655,347.126,143.875,291.147,155.104,197.463,265.573,340.29,292.399,135.418,306.959,162.181,312.66,345.221,138.657,324.709,174.668,252.312,164.563,367.253,341.85,215.863,143.807,258.82,276.851,264.837,410.22,158.467,294.632,252.028,173.976,147.675,398.405,328.325,274.665,255.225,243.506,153.105,284.151,207.441,202.546,334.825,282.822,299.494,180.737,199.977,214.49,237.108,209.273,156.218,188.328,245.11,322.74,223.997,354.672,181.327,296.493,144.935,265.289,279.029,179.339,408.115,360.889,304.037,251.756,195.715,174.68,302.348,153.951,333.701,202.729,137.042,173.06,278.035,234.715,191.664,315.277,195.743,277.191,199.435,255.061,178.032,182.02,380.435,176.165,154.175,477.354,212.387,272.857,224.852,322.519,207.878,173.869,187.22,188.024,228.81,204.199,315.934,362.851,317.529,177.333,396.535,211.194,214.528,252.309,361.53,263.761,282.463,337.95,472.953,169.312,197.244,229.61,328.549,208.795,186.351,270.623,352.52,258.055,253.815,180.487,199.546,309.181,191.873,175.306,144.116,223.674,199.966,168.464,107.306,672.472,185.28,168.486,186.12,401.323,174.865,222.191,249.215,220.672,222.191,163.628,347.298,420.826,184.85,404.883,192.148,283.711,294.048,173.149,229.989,253.733,197.046,324.73,250.371,373.536,233.032,219.439,187.138,311.644,349.47,275.135,324.16,202.996,222.027,236.162,220.307,508.889,222.663,233.351,237.322,145.084,320.978,151.051,225.65,153.831,296.661,167.686,239.595,157.902,307.914,165.069,375.411,322.939,144.659,302.395,265.877,213.511,168.636,216.345,152.146,223.937,316.934,237.599,263.06,323.404,124.947,215.74,184.403,159.747,235.604,303.004,333.122,267.295,305.517,215.324,335.325,158.005,155.238,188.759,286.146,265.22,207.816,287.456,271.153,259.819,463.228,198.663,236.96,221.869,190.545,304.295,209.203,263.591,313.272,231.168,263.301,275.085,475.76,272.088,164.834,157.301,207.312,293.039,201.211,328.243,329.542,196.824,143.977,162.427,169.321,168.839,304.213,215.253,280.188,203.912,229.689,328.294,319.686,271.619,162.637,150.792,238.412,476.641,185.478,197.024,283.918,305.483,375.992,241.779,265.142,274.137,336.179,334.763,359.963,140.227,159.464,324.578,194.88,226.442,246.403,408.998,193.728,193.037,212.679,214.504,202.672,227.208,117.801,153.482,141.229,416.601,299.05,237.359,271.193,432.408,252.955,398.494,223.244,308.822,173.573,267.372,370.628,248.849,240.18,292.771,343.024,137.383,312.687,235.465,143.826,201.928,160.615,214.882,243.983,251.244,149.977,405.376,323.026,352.099,220.138,261.05,300.229,362.751,285.956,144.507,264.149,321.271,212.149,364.229,223.479,145.781,341.901,303.575,221.623,167.177,128.033,228.776,130.264,167.983,221.828,367.139,204.834,255.098,292.84,237.032,306.18,201.845,469.178,358.551,425.238,370.226,170.699,257.911,287.357,405.462,251.307,186.51,212.217,217.961,273.777,198.714,207.934,200.758,272.468,162.375,324.292,393.784,277.501,354.323,309.447,388.359,242.015,287.315,275.813,163.856,240.735,334.726,285.471,612.844,250.261,219.514,135.546,211.97,214.355,265.023,216.001,210.035,191.871,285.712,154.021,380.697,252.843,363.34,233.551,205.316,139.508,173.278,171.735,233.511,135.191,241.747,300.853,246.149,162.469,255.434,194.552,227.222,577.191,132.621,424.469,252.923,249.473,281.065,245.212,358.527,193.54,214.696,332.689,254.349,149.932,266.665,222.688,295.119,242.125,149.298,373.082,162.628,291.114,213.965,173.833,350.649,308.232,209.689,285.509,373.23,188.073,291.259,217.659,268.344,303.385,184.503,186.994,192.136,214.965,258.978,188.405,213.65,172.941,215.81,161.776,244.891,207.126,149.973,206.073,480.395,339.085,239.959,283.302,157.108,331.19,303.589,279.053,286.479,163.601,265.89,200.929,160.029,186.888,227.281,181.587,252.532,177.528,250.31,199.61,148.638,217.684,164.33,192.678,306.966,183.539,280.989,187.533,312.615,262.526,159.059,182.783,186.792,406.862,196.25,305.203,321.709,248.691,178.864,219.262,185.944,188.746
"NFIL3",142.373,137.755,79.564,229.991,70.286,97.24,60.513,146.024,187.957,55.301,108.351,108.577,120.031,209.708,74.333,214.066,64.566,103.725,251.874,48.868,197.208,80.479,130.511,113.256,75.824,46.802,171.518,127.843,120.493,102.065,40.878,72.555,92.175,40.313,165.409,80.661,229.655,87.241,172.103,182.688,127.475,60.691,221.881,62.767,126.934,77.459,141.659,101.478,245.833,70.938,139.477,58.028,94.135,132.116,153.374,169.869,95.073,265.442,148.769,55.405,129.441,95.097,190.939,121.161,157.7,64.079,228.854,119.536,206.092,83.128,70.713,150.001,175.757,185.529,97.897,277.402,112.521,189.314,96.167,68.138,223.211,90.957,111.783,101.594,330.355,129.519,147.064,57.588,67.444,166.69,79.703,95.194,97.604,127.324,168.863,60.426,102.425,54.692,137.796,210.687,69.35,120.031,81.098,162.217,93.859,72.547,87.725,105.247,111.656,92.928,145.385,74.175,105.833,137.952,155.996,104.664,288.12,80.925,79.571,75.366,157.961,118.706,84.363,153.227,150.274,285.088,250.406,86.264,101.583,106.658,160.899,75.381,88.706,292.175,123.93,229.055,247.837,196.298,109.238,153.459,129.383,99.18,319.766,150.859,102.325,175.403,112.37,388.157,86.544,65.748,117.924,140.503,140.06,86.544,154.232,397.096,159.77,95.013,74.104,89.171,172.872,46.449,97.227,87.3,121.376,141.05,70.233,101.69,149.998,98.474,127.668,138.251,85.608,71.351,235.441,54.453,80.692,443.733,114.43,90.143,45.609,433.336,72.202,132.127,186.051,137.504,69.529,68.818,77.117,212.286,88.05,282.557,145.021,62.029,243.316,80.665,132.874,84.701,60.104,156.727,178.904,203.679,42.319,83.819,118.575,124.249,142.256,209.112,121.963,56.896,135.975,135.952,59.474,164.037,99.524,67.323,149.464,91.16,232.214,132.214,129.188,64.921,171.881,85.75,92.297,65.156,121.083,69.163,77.727,139.738,76.958,97.259,231.834,132.244,163.358,113.215,67.862,113.533,85.446,61.761,89.378,187.754,147.331,106.087,96.675,92.961,155.823,56.794,126.099,155.776,183.168,153.66,261.859,90.162,99.369,77.179,77.72,105.532,131.294,110.851,58.658,90.625,971.347,119.1,171.103,102.708,72.442,103.608,59.888,133.352,129.375,90.827,94.164,125.589,217.041,110.731,62.089,70.127,128.38,85.053,86.296,120.757,117.491,116.641,67.647,66.666,122.985,44.895,136.609,143.069,150.991,108.596,74.063,67.798,96.702,112.43,101.705,67.768,108.05,244.016,79.573,150.838,133.22,106.948,227.704,131.497,94.637,203.708,75.846,89.023,162.303,63.046,152.691,242.023,98.901,125.232,153.797,197.668,116.266,95.797,83.372,98.08,78.371,188.073,51.873,76.058,29.915,188.113,98.618,69.436,229.578,160.091,64.894,148.849,122.778,124.268,121.764,84.987,95.152,141.266,93.662,93.581,655.558,93.506,171.005,144.07,87.672,82.663,96.594,123.09,118.062,74.677,91.197,136.954,91.37,193.114,75.587,233.714,110.6,53.155,101.958,178.196,169.381,198.634,90.778,100.626,63.787,171.008,134.552,135.723,104.122,171.338,119.397,136.232,226.086,103.816,64.722,123.114,117.972,136.978,137.676,93.149,130.546,104.772,64.532,99.552,401.412,175.852,122.586,139.608,135.518,171.757,61.648,64.861,72.456,86.637,166.901,108.557,102.626,73.497,55.215,44.503,75.351,215.184,189.724,43.055,108.596,272.981,128.663,143.846,74.137,93.977,147.417,161.957,153.128,137.165,122.796,104.403,100.217,120.724,152.225,76.429,97.397,180.372,89.569,100.186,74.094,134.612,73.548,142.561,152.245,235.723,58.67,59.971,32.795,152.292,56.963,65.703,96.109,200.501,103.162,217.007,87.667,102.015,118.514,130.736,235.327,100.699,127.472,90.893,339.19,131.01,83.229,153.822,346.434,82.186,137.736,79.226,158.565,190.537,284.662,38.503,362.797,67.803,172.484,87.028,108.738,107.589,129.419,259.813,169.662,228.786,400.488,185.001,113.53,107.741,238.918,76.096,88.539,40.535,74.214,90.58,450.527,113.143,136.601,180.73,192.976,60.053,180.949,74.753,155.915,176.871,104.818,78.157,115.26,103.563,172.706,117.15,129.89,185.67,112.09,166.334,67.993,64.032,66.531,114.461,123.597,59.34,71.306,188.925,86.678,104.438,120.683,184.515,188.892,83.643,90.089,95.524,155.061,186.569,97.551,88.28,76.646,86.95,150.027,99.062,320.235,124.927,73.048,87.996,115.243,150.596,132.816
"CLOCK",82.311,78.039,69.705,80.362,78.68,69.124,61.44,81.973,82.961,69.701,90.797,71.61,57.364,77.187,69.134,70.398,55.699,64.54,41.629,47.301,84.665,58.065,73.34,53.84,59.426,56.453,64.89,68.746,72.895,88.158,80.497,86.863,66.279,67.825,93.153,61.075,71.839,70.838,54.893,82.209,54.647,57.702,76.874,63.717,70.551,65.058,75.08,81.871,88.581,54.327,70.057,54.215,69.891,55.994,83.727,54.005,65.745,72.454,85.194,56.344,63.15,79.796,50.463,64.831,70.743,67.866,67.489,69.158,60.118,76.998,67.156,59.226,66.45,58.755,52.517,64.051,67.762,81.467,55.745,62.595,63.661,72.216,82.405,60.577,36.197,60.587,75.202,70.845,69.652,88.651,56.266,77.026,88.342,62.618,71.857,57.44,63.489,79.335,66.995,85.43,84.428,52.584,55.701,81.892,63.198,74.363,62.499,56.674,59.3,86.697,61.783,55.261,63.56,66.996,63.94,77.968,91.013,75.619,66.784,70.609,84.133,75.315,61.124,73.948,65.568,68.047,58.385,65.817,69.614,83.775,57.516,68.259,80.642,53.347,70.36,64.152,51.009,66.211,79.063,66.026,68.338,63.396,54.283,74.871,86.436,68.118,69.966,70.904,81.799,60.066,76.248,58.611,86.508,61.384,59.625,73.344,86.254,76.266,65.762,65.461,55.154,64.122,53.002,49.699,68.48,72.459,95.321,72.669,56.586,75.809,65.564,75.562,47.829,48.834,75.092,81.651,76.853,54.747,56.541,65.135,58.252,90.627,67.479,63.662,63.531,69.121,64.599,54.548,60.744,74.618,64.377,53.286,50.344,73.499,81.166,79.888,66.958,86.621,56.668,68.846,76.731,63.264,71.689,56.66,62.63,74.184,79.922,56.273,78.502,70.776,90.756,70.925,76.177,70.307,63.72,59.836,63.379,56.406,74.799,70.876,60.298,52.282,55.174,62.966,82.646,70.244,64.32,62.186,93.064,74.244,73.02,76.496,67.521,65.711,57.537,69.534,68.796,72.392,58.51,68.26,64.916,78.46,57.034,72.421,60.72,64.095,64.771,54.946,82.946,68.006,77.735,49.285,117.437,65.611,65.178,58.709,64.203,76.48,61.379,69.858,72.576,56.849,66.364,58.525,63.051,61.17,76.155,69.712,64.048,83.243,58.376,74.912,71.008,52.628,88.587,57.257,65.565,71.953,68.28,56.075,61.664,78.696,48.74,67.216,72.189,49.153,67.134,56.744,72.417,59.621,68.688,60.057,74.733,77.073,64.482,80.921,45.45,66.871,69.777,90.907,106.518,74.589,73.7,70.526,111.805,48.514,68.303,60.758,69.608,74.26,79.093,63.304,69.943,67.796,65.324,52.066,82.579,73.06,84.58,72.649,68.283,71.77,77.855,65.806,57.855,54.857,58.701,74.469,70.391,61.185,72.223,70.984,81.146,88.485,62.639,62.803,56.173,70.689,67.534,65.938,74.204,68.506,63.703,58.426,78.202,75.182,91.588,61.748,71.715,73.731,63.643,75.087,58.233,87.447,74.249,78.801,65.641,58.986,78.121,68.928,54.298,54.231,78.287,99.17,66.422,67.707,69.195,60.285,73.952,55.227,65.084,53.048,63.974,54.394,66.565,67.239,61.041,58.487,60.88,59.905,54.834,55.785,66.837,60.949,89.253,71.101,56.973,77.597,54.464,70.017,76.702,70.551,82.317,76.21,63.254,48.251,68.322,70.054,58.634,52.112,71.764,71.545,76.816,71.678,64.962,75.883,64.257,73.899,67.17,50.752,87.887,60.581,75.068,87.836,61.313,90.986,65.745,70.728,49.868,73.132,71.799,57.469,75.836,55.709,52.857,78.44,61.768,81.381,82.177,59.778,64.537,50.622,56.36,85.788,66.265,66.156,47.831,103.781,73.883,68.052,77.601,53.635,57.769,60.47,73.177,68.007,73.787,54.075,58.78,54.956,87.736,76.433,86.622,44.768,84.727,81.633,56.681,66.829,69.388,69.956,75.515,60.037,77.253,91.368,56.231,57.98,65.568,65.984,81.229,68.394,70.079,84.691,56.485,89.676,51.298,73.414,68.74,60.324,64.111,54.272,70.999,77.939,64.183,116.381,72.407,67.16,64.859,56.239,63.919,67.79,68.781,62.122,82.506,75.344,79.002,69.747,84.036,54.286,62.526,60.326,53.187,66.08,76.369,67.893,67.623,78.987,67.847,74.356,63.691,65.387,66.08,67.382,70.713,60.972,71.779,82.03,61.735,67.226,69.581,64.144,62.074,45.835,64.537,41.973,67.036,71.302,56.495,62.325,67.479,71.757,72.252,62.378,74.474
